Amazonas ; 68,2 ; 55,76 ; 66,92231966393555 ; -11,162319663935556
Antioquia ; 81,33 ; 83,38 ; 76,57871144427254 ; 6,801288555727453
Arauca ; 58,82 ; 54,41 ; 49,243067139606914 ; 5,166932860393082
Atlantico ; 74,15 ; 70,4 ; 69,23658670333154 ; 1,163413296668466
Bolivar ; 74,83 ; 82,5 ; 69,86349908833832 ; 12,636500911661685
Boyaca ; 78,97 ; 72,55 ; 73,02190360084933 ; -0,4719036008493305
Caldas ; 90,75 ; 92,57 ; 86,29391214713725 ; 6,276087852862744
Caqueta ; 66,7 ; 65,57 ; 63,86849627678527 ; 1,7015037232147208
Casanare ; 75,85 ; 74,63 ; 66,85729781797141 ; 7,772702182028581
Cauca ; 72,34 ; 61,15 ; 73,61196618867329 ; -12,461966188673294
Cesar ; 74,24 ; 72,16 ; 68,7958495483112 ; 3,3641504516888006
Choco ; 47,49 ; 51,23 ; 44,12556674966567 ; 7,104433250334324
Cordoba ; 68,02 ; 65,12 ; 63,167584030712 ; 1,9524159692880048
Cundinamarca ; 91,75 ; 95,39 ; 87,08702425538232 ; 8,302975744617683
Guainia ; 57,83 ; 59,99 ; 49,11387999316083 ; 10,876120006839173
Guajira ; 49,12 ; 61,4 ; 43,692761933317975 ; 17,707238066682024
Guaviare ; 71,26 ; 69,77 ; 63,79637279680967 ; 5,9736272031903255
Huila ; 71,26 ; 73,57 ; 68,31613204162765 ; 5,253867958372339
Magdalena ; 70,96 ; 68,21 ; 65,89967431832474 ; 2,310325681675252
Meta ; 82,48 ; 83,3 ; 75,4242205314294 ; 7,875779468570599
Nariño ; 54,28 ; 70,14 ; 70,54 ; -0,4000000000000057
Norte de Santander ; 69,28 ; 74,63 ; 63,827766387683866 ; 10,80223361231613
Putumayo ; 46,33 ; 42,13 ; 49,76319553234853 ; -7,63319553234853
Quindio ; 79,06 ; 79,98 ; 76,40564725353083 ; 3,574352746469174
Risaralda ; 76,3 ; 75,47 ; 72,86296847931409 ; 2,607031520685908
San Andres y Providencia ; 69,15 ; 68,72 ; 69,16000000000001 ; -0,44000000000001194
Santander ; 69,89 ; 70,75 ; 64,54554601389106 ; 6,204453986108945
Sucre ; 67,95 ; 60,92 ; 63,11054155952517 ; -2,1905415595251654
Tolima ; 79,25 ; 84,46 ; 76,80895295586798 ; 7,651047044132014
Valle del Cauca ; 83,47 ; 71,61 ; 81,52502032541037 ; -9,915020325410367
Vaupes ; 57,44 ; 53,43 ; 52,05526718267282 ; 1,3747328173271782
Vichada ; 61,29 ; 47,17 ; 47,49 ; -0,3200000000000003
