Amazonas ; 68,2 ; 55,76 ; 67,06418562520577 ; -11,304185625205768
Antioquia ; 81,33 ; 83,38 ; 77,22133011287563 ; 6,158669887124361
Arauca ; 58,82 ; 54,41 ; 49,46308945132229 ; 4,946910548677707
Atlantico ; 74,15 ; 70,4 ; 69,41199988383637 ; 0,9880001161636329
Bolivar ; 74,83 ; 82,5 ; 70,11536426023724 ; 12,384635739762757
Boyaca ; 78,97 ; 72,55 ; 73,14378543385185 ; -0,5937854338518491
Caldas ; 90,75 ; 92,57 ; 86,97515832682521 ; 5,594841673174784
Caqueta ; 66,7 ; 65,57 ; 63,94762354688189 ; 1,6223764531181004
Casanare ; 75,85 ; 74,63 ; 66,83894517648665 ; 7,791054823513349
Cauca ; 72,34 ; 61,15 ; 74,0357918591491 ; -12,885791859149101
Cesar ; 74,24 ; 72,16 ; 69,58779572884073 ; 2,572204271159265
Choco ; 47,49 ; 51,23 ; 44,474602064067355 ; 6,755397935932642
Cordoba ; 68,02 ; 65,12 ; 63,48811024216965 ; 1,6318897578303577
Cundinamarca ; 91,75 ; 95,39 ; 87,38752053862136 ; 8,002479461378641
Guainia ; 57,83 ; 59,99 ; 49,28389403725091 ; 10,706105962749092
Guajira ; 49,12 ; 61,4 ; 44,22499046533466 ; 17,175009534665335
Guaviare ; 71,26 ; 69,77 ; 63,702767775626846 ; 6,06723222437315
Huila ; 71,26 ; 73,57 ; 68,62802125078099 ; 4,941978749219004
Magdalena ; 70,96 ; 68,21 ; 66,42503758456225 ; 1,7849624154377466
Meta ; 82,48 ; 83,3 ; 75,58081304806629 ; 7,7191869519337075
Nariño ; 54,28 ; 70,14 ; 70,61 ; -0,46999999999999886
Norte de Santander ; 69,28 ; 74,63 ; 64,31942373020824 ; 10,310576269791753
Putumayo ; 46,33 ; 42,13 ; 49,63690025780919 ; -7,5069002578091855
Quindio ; 79,06 ; 79,98 ; 76,56424685593552 ; 3,4157531440644817
Risaralda ; 76,3 ; 75,47 ; 73,44994711361096 ; 2,0200528863890383
San Andres y Providencia ; 69,15 ; 68,72 ; 69,64 ; -0,9200000000000017
Santander ; 69,89 ; 70,75 ; 65,22353985320274 ; 5,5264601467972625
Sucre ; 67,95 ; 60,92 ; 63,64173725120346 ; -2,721737251203457
Tolima ; 79,25 ; 84,46 ; 76,9949666826293 ; 7,465033317370697
Valle del Cauca ; 83,47 ; 71,61 ; 81,52791091507844 ; -9,917910915078437
Vaupes ; 57,44 ; 53,43 ; 52,17711774624135 ; 1,2528822537586493
Vichada ; 61,29 ; 47,17 ; 47,33 ; -0,1599999999999966
