Amazonas ; 68,2 ; 55,76 ; 54,410000000000004 ; 1,3499999999999943
Antioquia ; 81,33 ; 83,38 ; 67,6 ; 15,780000000000001
Arauca ; 58,82 ; 54,41 ; 45,260000000000005 ; 9,149999999999991
Atlantico ; 74,15 ; 70,4 ; 60,92000000000001 ; 9,479999999999997
Bolivar ; 74,83 ; 82,5 ; 61,03 ; 21,47
Boyaca ; 78,97 ; 72,55 ; 65,53 ; 7,019999999999996
Caldas ; 90,75 ; 92,57 ; 77,17 ; 15,399999999999991
Caqueta ; 66,7 ; 65,57 ; 53,330000000000005 ; 12,239999999999988
Casanare ; 75,85 ; 74,63 ; 62,589999999999996 ; 12,04
Cauca ; 72,34 ; 61,15 ; 59,160000000000004 ; 1,9899999999999949
Cesar ; 74,24 ; 72,16 ; 60,54 ; 11,619999999999997
Choco ; 47,49 ; 51,23 ; 33,900000000000006 ; 17,32999999999999
Cordoba ; 68,02 ; 65,12 ; 54,04 ; 11,080000000000005
Cundinamarca ; 91,75 ; 95,39 ; 78,25 ; 17,14
Guainia ; 57,83 ; 59,99 ; 43,78 ; 16,21
Guajira ; 49,12 ; 61,4 ; 35,27 ; 26,129999999999995
Guaviare ; 71,26 ; 69,77 ; 58,050000000000004 ; 11,719999999999992
Huila ; 71,26 ; 73,57 ; 57,17000000000001 ; 16,399999999999984
Magdalena ; 70,96 ; 68,21 ; 57,349999999999994 ; 10,86
Meta ; 82,48 ; 83,3 ; 68,52 ; 14,780000000000001
Nariño ; 54,28 ; 70,14 ; 70,14 ; 0,0
Norte de Santander ; 69,28 ; 74,63 ; 55,28 ; 19,349999999999994
Putumayo ; 46,33 ; 42,13 ; 33,15 ; 8,980000000000004
Quindio ; 79,06 ; 79,98 ; 65,0 ; 14,980000000000004
Risaralda ; 76,3 ; 75,47 ; 62,52 ; 12,949999999999996
San Andres y Providencia ; 69,15 ; 68,72 ; 69,72 ; -1,0
Santander ; 69,89 ; 70,75 ; 56,330000000000005 ; 14,419999999999995
Sucre ; 67,95 ; 60,92 ; 54,24 ; 6,68
Tolima ; 79,25 ; 84,46 ; 65,39 ; 19,069999999999993
Valle del Cauca ; 83,47 ; 71,61 ; 69,72 ; 1,8900000000000006
Vaupes ; 57,44 ; 53,43 ; 43,93 ; 9,5
Vichada ; 61,29 ; 47,17 ; 47,17 ; 0,0
