Amazonas ; 68,2 ; 55,76 ; 54,080000000000005 ; 1,6799999999999926
Antioquia ; 81,33 ; 83,38 ; 67,21 ; 16,17
Arauca ; 58,82 ; 54,41 ; 44,7 ; 9,709999999999994
Atlantico ; 74,15 ; 70,4 ; 60,03000000000001 ; 10,369999999999997
Bolivar ; 74,83 ; 82,5 ; 60,71 ; 21,79
Boyaca ; 78,97 ; 72,55 ; 64,85 ; 7,700000000000003
Caldas ; 90,75 ; 92,57 ; 76,63 ; 15,939999999999998
Caqueta ; 66,7 ; 65,57 ; 52,580000000000005 ; 12,989999999999988
Casanare ; 75,85 ; 74,63 ; 61,73 ; 12,899999999999999
Cauca ; 72,34 ; 61,15 ; 58,220000000000006 ; 2,9299999999999926
Cesar ; 74,24 ; 72,16 ; 60,12 ; 12,04
Choco ; 47,49 ; 51,23 ; 33,370000000000005 ; 17,859999999999992
Cordoba ; 68,02 ; 65,12 ; 53,9 ; 11,220000000000006
Cundinamarca ; 91,75 ; 95,39 ; 77,63 ; 17,760000000000005
Guainia ; 57,83 ; 59,99 ; 43,71 ; 16,28
Guajira ; 49,12 ; 61,4 ; 35,0 ; 26,4
Guaviare ; 71,26 ; 69,77 ; 57,14000000000001 ; 12,629999999999988
Huila ; 71,26 ; 73,57 ; 57,14000000000001 ; 16,429999999999986
Magdalena ; 70,96 ; 68,21 ; 56,839999999999996 ; 11,369999999999997
Meta ; 82,48 ; 83,3 ; 68,36 ; 14,939999999999998
Nariño ; 54,28 ; 70,14 ; 70,14 ; 0,0
Norte de Santander ; 69,28 ; 74,63 ; 55,160000000000004 ; 19,46999999999999
Putumayo ; 46,33 ; 42,13 ; 32,21 ; 9,920000000000002
Quindio ; 79,06 ; 79,98 ; 64,94 ; 15,040000000000006
Risaralda ; 76,3 ; 75,47 ; 62,18 ; 13,29
San Andres y Providencia ; 69,15 ; 68,72 ; 69,15 ; -0,4300000000000068
Santander ; 69,89 ; 70,75 ; 55,77 ; 14,979999999999997
Sucre ; 67,95 ; 60,92 ; 53,830000000000005 ; 7,089999999999996
Tolima ; 79,25 ; 84,46 ; 65,13 ; 19,33
Valle del Cauca ; 83,47 ; 71,61 ; 69,35 ; 2,260000000000005
Vaupes ; 57,44 ; 53,43 ; 43,32 ; 10,11
Vichada ; 61,29 ; 47,17 ; 47,17 ; 0,0
