Amazonas ; 68,2 ; 55,76 ; 84,16 ; -28,4
Antioquia ; 81,33 ; 83,38 ; 97,53 ; -14,150000000000006
Arauca ; 58,82 ; 54,41 ; 74,78 ; -20,370000000000005
Atlantico ; 74,15 ; 70,4 ; 90,31 ; -19,909999999999997
Bolivar ; 74,83 ; 82,5 ; 91,17 ; -8,670000000000002
Boyaca ; 78,97 ; 72,55 ; 94,92999999999999 ; -22,379999999999995
Caldas ; 90,75 ; 92,57 ; 107,01 ; -14,440000000000012
Caqueta ; 66,7 ; 65,57 ; 82,73 ; -17,16000000000001
Casanare ; 75,85 ; 74,63 ; 91,74 ; -17,11
Cauca ; 72,34 ; 61,15 ; 88,36 ; -27,21
Cesar ; 74,24 ; 72,16 ; 90,39 ; -18,230000000000004
Choco ; 47,49 ; 51,23 ; 63,74 ; -12,510000000000005
Cordoba ; 68,02 ; 65,12 ; 84,3 ; -19,179999999999993
Cundinamarca ; 91,75 ; 95,39 ; 107,98 ; -12,590000000000003
Guainia ; 57,83 ; 59,99 ; 74,07 ; -14,079999999999991
Guajira ; 49,12 ; 61,4 ; 65,33999999999999 ; -3,9399999999999906
Guaviare ; 71,26 ; 69,77 ; 87,58 ; -17,810000000000002
Huila ; 71,26 ; 73,57 ; 87,47 ; -13,900000000000006
Magdalena ; 70,96 ; 68,21 ; 87,14999999999999 ; -18,939999999999998
Meta ; 82,48 ; 83,3 ; 98,65 ; -15,350000000000009
Nariño ; 54,28 ; 70,14 ; 70,14 ; 0,0
Norte de Santander ; 69,28 ; 74,63 ; 85,58 ; -10,950000000000003
Putumayo ; 46,33 ; 42,13 ; 62,3 ; -20,169999999999995
Quindio ; 79,06 ; 79,98 ; 95,41 ; -15,429999999999993
Risaralda ; 76,3 ; 75,47 ; 92,24 ; -16,769999999999996
San Andres y Providencia ; 69,15 ; 68,72 ; 69,60000000000001 ; -0,8800000000000097
Santander ; 69,89 ; 70,75 ; 86,02 ; -15,269999999999996
Sucre ; 67,95 ; 60,92 ; 84,14 ; -23,22
Tolima ; 79,25 ; 84,46 ; 95,11 ; -10,650000000000006
Valle del Cauca ; 83,47 ; 71,61 ; 99,76 ; -28,150000000000006
Vaupes ; 57,44 ; 53,43 ; 73,55 ; -20,119999999999997
Vichada ; 61,29 ; 47,17 ; 47,17 ; 0,0
